element_type,osmid,amenity,check_date,created_by,name,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,fax,isced:level,old_name,phone,ref:educamadrid,short_name,operator:type,email,website,opening_hours,wheelchair,operator,language:de,contact:facebook,mobile,office,alt_name,description,source,source:date,addr:country,barrier,level,contact:phone,contact:website,nursery,wheelchair:description:es,language:en,wikidata,wikipedia,after_school,fee,preschool,max_age,min_age,building:use,nodes,building,fence_type,denomination,religion,school:language,name:etymology:wikidata,fence,height,language:fr,building:material,roof:height,roof:shape,building:levels,ways,type
node,3517146957,kindergarten,2023-09-27,,Family Moon,POINT (-3.7060782 40.4244376),Madrid,6,28004,Calle de Minas,,,,,,,,,,,no,,,https://www.facebook.com/espaciofamilymoon,,,,,,,,,,+34 625 19 06 53,http://www.familymoon.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3609653256,kindergarten,,,Escuela Infantil Privada Jardín Infantil,POINT (-3.6941595 40.3937132),Madrid,173,28045,Calle de Embajadores,,0,,+34915278641,28063520,EIPR Jardín Infantil,private,info@jardininfantil.es,http://jardininfantil.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3697389850,kindergarten,,,Caracol,POINT (-3.6184254 40.4380274),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3770668742,kindergarten,,,El Escondite,POINT (-3.6936209 40.4671774),Madrid,2,28029,Calle de Rafael Ceballos,,,,,,,,,,,limited,,,,,,,,,,,,,+34 651 199 079,http://www.elesconditemadrid.com/,yes,Con ayuda para la puerta tiene espacios y baño accesibles,,,,,,,,,,,,,,,,,,,,,,,,,
node,3776287066,kindergarten,,,Escuela Infantil Mundo Mágico,POINT (-3.5918038 40.4041265),,18,28032,Carretera de Vicálvaro a la Estación de O'Donnell,,0,,+34 913 716 213;+34 917 754 355,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3883100740,kindergarten,,,Escuela Infantil Nemomarlin,POINT (-3.6169704 40.4943268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,3884037865,kindergarten,,,Escuela Infantil Madiba,POINT (-3.6123087 40.4933184),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4007733584,kindergarten,,,El Rincón de Espi,POINT (-3.6855659 40.3569151),Madrid,2,28021,Calle Flora Tristán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4015340010,kindergarten,,,Nemomarlin,POINT (-3.7116351 40.4006551),,,,,,,,,,,,,https://escuelanemomarlin.com/escuela/arganzuela/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4116646629,kindergarten,,,Casa de niños,POINT (-3.6833801 40.5254326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4431590891,kindergarten,,,St. Alice's nursery,POINT (-3.6950493 40.4337925),Madrid,21,28010,Calle de Fernández de la Hoz,,,,,,,,,https://stalices.es/,,,,,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4886528192,kindergarten,,,Trastes,POINT (-3.6741275 40.4958237),Madrid,,28050,Calle de Puerto de Somport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4891339162,kindergarten,,,Nemomarlin,POINT (-3.677161 40.5093374),Madrid,5,28050,Calle de Frómista,,,,,,,,,,,,,,,,,,,survey,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4898937758,kindergarten,,,Miniclub,POINT (-3.672494 40.5043022),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4901294340,kindergarten,,,My Little Planet,POINT (-3.6724316 40.4999177),Madrid,,28050,Calle Navarrete,,,,,,,,,,,,,,,,,,,survey,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,4904060715,kindergarten,,,Tábata,POINT (-3.7139314 40.4720578),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5147415347,kindergarten,,,Escuela Infantil La Estrella,POINT (-3.6660411 40.4107923),Madrid,22,28007,Calle de la Estrella Polar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5240751635,kindergarten,,,Es-cool Escuela Infantil Vallecas,POINT (-3.6623905 40.3970522),Madrid,71,28038,Calle de la Sierra de Filabres,,,,+34 91 439 18 90,,,,,,,,,,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5322057608,kindergarten,,,Colegío Público La Dehesa del Príncipe,POINT (-3.7936215 40.3796327),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5418903156,kindergarten,,,Guardería Arcoíris,POINT (-3.7307909 40.3857348),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5520727734,kindergarten,,,PreSchool FEM,POINT (-3.717435 40.4443141),,9,28003,,+34 915541345,0,,+34 915352927,,,private,,https://fem-school.com/,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,
node,5637876585,kindergarten,,,El arrullo,POINT (-3.6190063 40.3773382),Madrid,,28031,Calle de los Montes de Barbanza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5893765872,kindergarten,,,Escuela Infantil Privada Menagar,POINT (-3.6755088 40.4562326),Madrid,14 F,28016,Calle de Colombia,,0,,+34914579026;+34686758965,28049250,EIPR Menagar,private,,https://www.menagar.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6307737321,kindergarten,,,Escuela infantil Guaderia Los Bollitos,POINT (-3.7086177 40.4489396),Madrid,3,28039,Avenida del Doctor Federico Rubio y Galí,,,,+34 914 965 601,,,,,https://smartnursery.es/,,,,,,,,,"Escuela infantil bollitos, para niños de 0 a 3 años, tambien guarderia por horas. Nursery school",www.escuelainfantilbollitos.es,,ES,,,,,,,,Q3396243,es:Educación infantil en España,,,,,,,,,,,,,,,,,,,,,,
node,6567857323,kindergarten,,,Casa Grande,POINT (-3.6063734 40.3807614),,11,,Calle de la Virgen de las Viñas,,,,+34 919116020,,,,,https://www.madrid.es/portales/munimadrid/es/Inicio/Infancia-y-familia/Casa-Grande-en-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=4145848116a33610VgnVCM2000001f4a900aRCRD&vgnextchannel=2fbfb7dd3f7fe410VgnVCM1000000b205a0aRCRD,,,Ayuntamiento de Madrid,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,
node,6654789144,kindergarten,,,"Escuela Infantil ""Mis Primeros Pasitos""",POINT (-3.6095619 40.3761169),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7056339434,kindergarten,2023-06-11,,TEO,POINT (-3.694977 40.439107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7124769358,kindergarten,,,Colegio de Educación Infantil Santa Bernardita,POINT (-3.6716196 40.4280737),,,,,,,,+34 91 309 33 22,,,,,https://santabernardita.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7691291045,kindergarten,,,Barcos de Papel,POINT (-3.5640899 40.4036674),Madrid,41-43,28052,Calle José Escobar y Saliente,,,,+34 644527327;+34 91 212 8896,,,,info@escuelainfantilbarcosdepapel.com,https://escuelainfantilbarcosdepapel.com/,Mo-Fr 07:00-19:00,,,,,,,,,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7780516711,kindergarten,,,Escuela Infantil Valdebebitos,POINT (-3.6088133 40.4887193),,,,,,,,+34 676 21 77 21,,,,,https://valdebebitos.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8168377936,kindergarten,,,Tren de arganda,POINT (-3.6732247 40.4147817),,,,,,,,,,,public,,,,,Publico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8168377937,kindergarten,,,Planeta enano - Niño Jesús,POINT (-3.6760289 40.4152181),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
node,8210120128,kindergarten,,,Pequeños Gigantes,POINT (-3.6982203 40.5059113),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8968623391,kindergarten,,,Kokoro,POINT (-3.7074222 40.4005807),,,,,,,,+34617296031;+34646462504,,,,,http://www.kokoroespaciodecrianza.es,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,,,,,,,,,,,,
node,9518906256,kindergarten,,,Espacio Arbolé,POINT (-3.7523004 40.3793172),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9544608528,kindergarten,,,Margal,POINT (-3.6603171 40.399643),,2-3,28038,Calle Alto del León,,0,,,,,private,,,Mo-Fr 09:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9887600254,kindergarten,,,Liceo Ibérico,POINT (-3.7097369 40.3928125),,61,28019,Calle Fernando Díaz de Mendoza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Escuela infantil,,,,,,,,,,,,,,,,
node,9902087506,kindergarten,,,El Columpio de Claudia,POINT (-3.6488534 40.4888244),,,,,,,,,,,,elcolumpiodeclaudia@gmail.com,https://www.elcolumpiodeclaudia.com/,Mo-Fr 08:00-17:00,,,,,+34 623466430,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,
node,10309403862,kindergarten,,,Escuela infantil Los Juncos,POINT (-3.6608827 40.4005941),,,,,,,,+34 91 4397271,,,,,https://www.escuelainfantillosjuncos.com/es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11270241603,kindergarten,,,Escuela Infantil Tobogán,POINT (-3.7089656 40.3926447),,13,28019,Calle del Marqués de Jura Real,+34 91 460 92 50; +34915696634,0,,+34915696634,28058767,EEI Tobogán,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11295446410,kindergarten,,,Topochitos,POINT (-3.5631181 40.4014732),Madrid,,28052,Calle de Victoria Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11295446420,kindergarten,,,Los Miñons,POINT (-3.5623193 40.4010529),Madrid,,28052,Calle de Victoria Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11390236979,kindergarten,,,Escuela infantil Don Melitón,POINT (-3.6099171 40.366913),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11524646196,kindergarten,,,Casita Maravillas,POINT (-3.6908759 40.3906894),Madrid,,28045,Calle del Hierro,,,,,,,community,,,,,Ángela b y Abril,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,
way,24359974,kindergarten,,,Escuela Infantil Palmas Palmitas,"POLYGON ((-3.672583 40.5034846, -3.6719469 40.5030506, -3.6723874 40.5026773, -3.6730235 40.5031113, -3.672583 40.5034846))",,,28050,Calle de San Juan de Ortega,,0,,+34914273077;+34622620420,28067884,EEI Palmas Palmitas,public,eei.palmaspalmitas.madrid@educa.madrid.org,http://www.educa.madrid.org/eei.palmaspalmitas.madrid,,,Comunidad de Madrid,,,,,,,,,,,,,,,,,,,,,,,,,"[264265133, 264265137, 264265136, 264265134, 264265133]",,,,,,,,,,,,,,,
way,24377775,kindergarten,,,Escuela Infantil Las Viñas,"POLYGON ((-3.7849197 40.4609814, -3.7849448 40.4609542, -3.7850622 40.4610267, -3.7854416 40.4606888, -3.7854875 40.4607329, -3.7855267 40.4606888, -3.7855539 40.4606306, -3.7855831 40.4605624, -3.7856661 40.4605715, -3.7859285 40.4605888, -3.7862314 40.4605657, -3.7862803 40.4610132, -3.7862902 40.4611032, -3.7863136 40.4613171, -3.7863178 40.4613562, -3.7863299 40.4614667, -3.7863213 40.4616093, -3.785661 40.4614159, -3.7849197 40.4609814))",,6,28023,Calle del Estudio,,0,,+34913078175,28061705,EEI Las Viñas,public,eei.lasvinas.madrid@educa.madrid.org,http://www.educa.madrid.org/eei.lasvinas.madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3627951959, 3627951958, 3627951960, 3627951955, 3627951957, 3627951956, 3627951954, 3627951953, 264503742, 264503743, 264503744, 9280364270, 9280364269, 9280364276, 9280364275, 9280364279, 264503737, 264503738, 3627951959]",,,,,,,,,,,,,,,
way,28506629,kindergarten,,,Escuela Infantil Extremadura,"POLYGON ((-3.6072652 40.4381719, -3.6067369 40.4383436, -3.6065602 40.4380259, -3.606503 40.437923, -3.6070658 40.4377419, -3.6070407 40.4376934, -3.6072061 40.437644, -3.6073128 40.4378371, -3.6071216 40.4378976, -3.6072652 40.4381719))",,90,28022,Calle de la Esfinge,+34913201869,0,,+34913201869,28046212,EEI Extremadura,public,eei.extremadura.madrid@educa.madrid.org,http://www.educa.madrid.org/eei.extremadura.madrid,,,Comunidad de Madrid,,,,,,,,,,,,,,,,,,,,,,,,,"[266169560, 313152819, 4527189472, 313152820, 313152821, 4527189469, 313152840, 4527189467, 4527189468, 266169560]",,,,,,,,,,,,,,,
way,28719168,kindergarten,,,Escuela Infantil La Cornisa,"POLYGON ((-3.7015054 40.3813409, -3.7011215 40.3809218, -3.7020895 40.3804496, -3.7024425 40.3808319, -3.7015054 40.3813409))",,23,28026,Calle del Cristo de la Victoria,,0,,+34917920520,28057431,EEI La Cornisa,public,eei.lacornisa.madrid@educa.madrid.org,http://www.educa.madrid.org/eei.lacornisa.madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[315749839, 315749840, 315749841, 315749842, 315749839]",,,,,,,,,,,,,,,
way,28731236,kindergarten,,,,"POLYGON ((-3.7018152 40.3683859, -3.7014001 40.3683213, -3.7015105 40.3678537, -3.7019454 40.3679236, -3.7018152 40.3683859))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[315894735, 315894736, 315894737, 315894738, 315894735]",,,,,,,,,,,,,,,
way,28741928,kindergarten,,,"Centro Privado de Educación Infantil, Primaria y Secundaria San Jaime Apóstol","POLYGON ((-3.6883133 40.3510693, -3.6883348 40.3511593, -3.6884314 40.3515644, -3.6884477 40.3516329, -3.6882591 40.3516349, -3.6880185 40.3516374, -3.6878051 40.3516396, -3.6877787 40.3515399, -3.687699 40.3512392, -3.687675 40.3511484, -3.6881629 40.3510879, -3.6883133 40.3510693))",,54,28021,Calle de Juan José Martínez Seco,+34917230249,0,,+34917980889;+34630453898,28009185,CPEIPS San Jaime Apóstol,private,cc.sanjaimeapostol.madrid@educa.madrid.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[316023716, 4389575708, 4389575706, 316023717, 4401290573, 4401290565, 316023718, 4389415269, 4389415261, 316023719, 4401290572, 316023716]",,,,,,,,,,,,,,,
way,28760027,kindergarten,,,Escuela Infantil Pradolongo,"POLYGON ((-3.7091742 40.372288, -3.7088365 40.3721991, -3.7088358 40.371805, -3.7091699 40.3718044, -3.7091742 40.372288))",,144,,Avenida de los Poblados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[316213143, 316213144, 316213145, 316213148, 316213143]",,,,,,,,,,,,,,,
way,28763753,kindergarten,,,Escuela Infantil Los Títeres,"POLYGON ((-3.7374519 40.3767545, -3.7373473 40.3767565, -3.7371865 40.3766459, -3.7367069 40.3763161, -3.7368011 40.3762388, -3.7373569 40.3761971, -3.7374519 40.3767545))",,,28025,Plaza Anocibar,+34914652070,0,,+34914652070;+34630135284,28043673,EEI Los Títeres,public,eei.lostiteres.madrid@educa.madrid.org,http://www.educa.madrid.org/eei.lostiteres.madrid,,,Comunidad de Madrid,,,,,,,,,,,,,,,,,,,,,,,,,"[316250501, 316250502, 10769100421, 316250504, 316250506, 316250508, 316250501]",,,,,,,,,,,,,,,
way,28776577,kindergarten,,,Centro Privado de Educación Infantil El Pequeño Sol,"POLYGON ((-3.7651137 40.3765348, -3.7648985 40.3765924, -3.7648622 40.3765086, -3.7649678 40.3764801, -3.7648879 40.3762728, -3.7649253 40.3762191, -3.7654403 40.3760994, -3.765655 40.3760494, -3.7657868 40.3763324, -3.7651137 40.3765348))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[316419647, 316419648, 2421410153, 2421410152, 2421410150, 316419649, 6220719485, 316419650, 316419651, 316419647]",,,,,,,,,,,,,,,
way,28776764,kindergarten,,,Centro Privado de Educación Infantil Adela Abrines Castaños,"POLYGON ((-3.7798685 40.3799109, -3.7793339 40.380021, -3.7793183 40.3799881, -3.7792647 40.3799977, -3.7791755 40.3796993, -3.7790647 40.3793284, -3.7796223 40.3792199, -3.7796909 40.3794123, -3.7797014 40.3794419, -3.779757 40.379598, -3.7797815 40.3796596, -3.7797924 40.3796869, -3.7798045 40.3797216, -3.7798644 40.3798933, -3.7798685 40.3799109))",,4,28044,Calle de Garrovillas,,0,,+34917053100;+34917053121,28028507,CPEI Adela Abrines Castaños,private,cc.adelaabrines.madrid@educa.madrid.org,http://www.agci.es,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[316420848, 316420854, 4093522001, 316420849, 10026640283, 316420850, 316420851, 11364852114, 11364852117, 10026640292, 11364852118, 10026640298, 10026640295, 10026640299, 316420848]",,,,,,,,,,,,,,,
way,28777027,kindergarten,,,Escuela de Educación Infantil Zofio,"POLYGON ((-3.7152112 40.3828201, -3.7142442 40.3831848, -3.7142409 40.383065, -3.7142409 40.383016, -3.7142314 40.3827043, -3.7142312 40.3826874, -3.7146415 40.3826793, -3.7147886 40.3826779, -3.7147881 40.3826823, -3.7150315 40.3826757, -3.7150369 40.3826842, -3.7151054 40.3827119, -3.7151346 40.3827438, -3.7151664 40.3827689, -3.7151934 40.3828096, -3.7152112 40.3828201))",,3,28026,Calle de Fornillos,+34914693401,0,,+34914693401;+34629937778,28043739,EEI Zofio,public,eei.zofio.madrid@educa.madrid.org,http://www.educa.madrid.org/eei.zofio.madrid,,,Comunidad de Madrid,,,,,,,,,,,,,,,,,,,,,,,,,"[316423016, 316423046, 2673092821, 2673092809, 10078976841, 316423020, 4094071660, 4094071645, 10078976840, 316423021, 10078976837, 3299660218, 10078976836, 3299660219, 10078976835, 316423016]",,,,,,,,,,,,,,,
way,28797637,kindergarten,,,Escuela Infantil Pozo del Tío Raimundo,"POLYGON ((-3.6631136 40.3769547, -3.6629178 40.3770795, -3.6627166 40.3768907, -3.662441 40.3770637, -3.6621911 40.3768308, -3.6626622 40.3765371, -3.6631136 40.3769547))",,4,28018,Calle Villacarrillo,,0,,+34917859822;+34917859822,28046121,EEI Pozo del Tío Raimundo,public,eei.tioraimundo.madrid@educa.madrid.org,http://www.educa.madrid.org/eei.tioraimundo.madrid,,,Comunidad de Madrid,,,,,Escuela Infantil El Pozo,,,,,,,,,,,,,,,,,,,,"[316629879, 316629880, 316629881, 316629882, 316629883, 316629884, 316629879]",,,,,,,,,,,,,,,
way,28811132,kindergarten,,,Escuela Infantil La Paloma,"POLYGON ((-3.6167011 40.3823633, -3.6155248 40.3826362, -3.615734 40.3824063, -3.6165477 40.3819045, -3.6167011 40.3823633))",,2,28031,Calle de Claudio Ferrero Ferrero,+34913312931,0,,+34913052986,28043594,EEI La Paloma,public,eei.lapaloma.madrid@educa.madrid.org,http://www.educa.madrid.org/eei.lapaloma.madrid,,,Comunidad de Madrid,,,,,,,,,,,,,,,,,,,,,,,,,"[266169195, 316758108, 316758109, 316758110, 266169195]",,,,,,,,,,,,,,,
way,28811141,kindergarten,,,Escuela Infantil Arco Iris,"POLYGON ((-3.6137413 40.3834173, -3.613339 40.3835025, -3.6132276 40.3832249, -3.6136524 40.383146, -3.6137413 40.3834173))",,10,28031,Calle de Diego Olivera Victorio,+34913311422,0,,+34913311422,28043454,EEI Arco Iris,public,eei.arcoiris.madrid@educa.madrid.org,http://www.educa.madrid.org/eei.arcoiris.madrid,,,Comunidad de Madrid,,,,,,,,,,,,,,,,,,,,,,,,,"[266169199, 316758143, 316758144, 316758145, 266169199]",,,,,,,,,,,,,,,
way,28890251,kindergarten,,,Escuela Infantil El Madroñal,"POLYGON ((-3.6515746 40.3930276, -3.6512242 40.3930588, -3.650912 40.3929336, -3.6507219 40.3927861, -3.6506534 40.3927083, -3.6505881 40.3925489, -3.6505413 40.3923755, -3.6505755 40.3923523, -3.6507875 40.3923698, -3.651021 40.3923966, -3.6511539 40.3924346, -3.651296 40.3924866, -3.6514155 40.3925863, -3.651535 40.3926931, -3.6515722 40.3928074, -3.6516002 40.3929382, -3.6515746 40.3930276))",,34,28038,Calle de José Paulete,+34917787607,0,,+34917787607,28043569,EEI El Madroñal,public,eei.elmadronal.madrid@educa.madrid.org,http://www.educa.madrid.org/eei.elmadronal.madrid,,,Comunidad de Madrid,,,,,,,,,,,,,,,,,,,,,,,,,"[317565304, 317565305, 1202371327, 317565306, 1202371403, 5322870539, 317565307, 1202371631, 5322870538, 317565309, 5322870537, 317565310, 5322870536, 317565311, 5322870535, 1202371713, 317565304]",,,,,,,,,,,,,,,
way,28890311,kindergarten,,,Escuela Infantil Javier García Pita,"POLYGON ((-3.6468741 40.3953055, -3.6469089 40.3953076, -3.6469365 40.3953303, -3.6469137 40.3955531, -3.6468809 40.3955755, -3.6468496 40.3955728, -3.6467748 40.39562, -3.6467367 40.3955851, -3.6466864 40.3956173, -3.6466609 40.3955948, -3.6465845 40.3955907, -3.6463673 40.3954012, -3.6467201 40.3951674, -3.6468741 40.3953055))",Madrid,14,28038,Calle de Humanes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[317566526, 2933251854, 2933251855, 2933251856, 317566527, 2933251857, 2933251858, 317566528, 2933251859, 2933251860, 317566529, 317566530, 317566531, 317566526]",,,,,,,,,,,,,,,
way,30814676,kindergarten,,,Centro de Primer Ciclo de Educación Infantil de la Universidad Complutense,"POLYGON ((-3.7367964 40.4473831, -3.7364099 40.4475816, -3.7363493 40.4475727, -3.7363666 40.4475188, -3.7361755 40.4474891, -3.7361614 40.4474702, -3.7362414 40.4474222, -3.7364137 40.4473344, -3.7364405 40.4473649, -3.7364692 40.4473672, -3.7364966 40.4473713, -3.7364808 40.4474621, -3.7365028 40.4474635, -3.7365334 40.4474625, -3.7365645 40.4474556, -3.7365975 40.4474416, -3.7366287 40.4474179, -3.7366476 40.4473937, -3.7366574 40.4473705, -3.7365441 40.4473486, -3.7365487 40.4473296, -3.7365607 40.4473041, -3.7365333 40.4472721, -3.7366968 40.447187, -3.7367228 40.4472152, -3.7367833 40.4472229, -3.7367606 40.4473441, -3.7367964 40.4473831))",,,28040,,,0,,+34913944031,28068566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[341936560, 3235270538, 341936605, 3235270535, 341936616, 1222474865, 341936625, 341936637, 3235270522, 3235270523, 3235270525, 3235270532, 3235270534, 3235270533, 3235270531, 3235270530, 3235270528, 3235270527, 3235270524, 341936571, 3235270520, 341936659, 341936670, 341936684, 3235270519, 341936695, 341936547, 341936560]",yes,,,,,,,,,,,,,,
way,30912499,kindergarten,,,Escuela Infantil Shantala,"POLYGON ((-3.6652494 40.3884407, -3.6647097 40.3889679, -3.6645233 40.3882468, -3.6646616 40.3880872, -3.6652494 40.3884407))",,,28018,Calle de Martínez de la Riva,,0,,+34915008342,28063003,EEI Shantala,public,eei.shantala.madrid@educa.madrid.org,http://www.educa.madrid.org/eei.shantala.madrid,,,Comunidad de Madrid,,,,,,,,,,,,,,,,,,,,,,,,,"[266171380, 343644139, 343644140, 343644141, 266171380]",,,,,,,,,,,,,,,
way,35606080,kindergarten,,,Centro Privado de Educación Infantil La Anunciata,"POLYGON ((-3.7550969 40.3953537, -3.7545878 40.3955793, -3.7544738 40.3956117, -3.7544658 40.395578, -3.7541336 40.3955986, -3.7541299 40.3951832, -3.7553353 40.3951736, -3.7550969 40.3953537))",Madrid,55,28047,Calle de Camarena,,0,,+34917173838,28021665,CPEI La Anunciata,private,cc.laanunciata.madrid@educa.madrid.org,https://www.laanunciataaluche.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[417300418, 417300419, 4138422486, 4138422485, 417300420, 417300325, 417300422, 417300418]",,,,,,,,,,,,,,,
way,84504062,kindergarten,,,Escuela infantil municipal Luis Bello,"POLYGON ((-3.6741017 40.4437323, -3.6740429 40.443778, -3.6740091 40.443804, -3.6737803 40.4439829, -3.6737095 40.4439312, -3.6736675 40.4439006, -3.6736237 40.4438679, -3.6735998 40.4438497, -3.6735423 40.4438064, -3.6738658 40.4435534, -3.6739885 40.4436465, -3.6741017 40.4437323))",,5,,Calle de Juan Bautista de Toledo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[981718513, 3265642534, 8563866184, 981718516, 8563875175, 3265642535, 8563875174, 8563875171, 981718519, 981718522, 8610736144, 981718513]",,,,,,,,,,,,,,,
way,98427264,kindergarten,2023-09-07,,Escuela infantil municipal La Gran Vía,"POLYGON ((-3.6340467 40.4627895, -3.6340488 40.463225, -3.6347251 40.4632313, -3.6347403 40.4627959, -3.6340467 40.4627895))",,,,,,,,,,,,,,,,,,,,,,,PNOA,2009,,,,,,,,,,,,,,,,,"[1138853759, 1138853598, 1138853551, 1138853701, 1138853759]",,,,,,,,,,,,,,,
way,126832678,kindergarten,,,Escuela Infantil El Manantial,"POLYGON ((-3.7420501 40.4027361, -3.7419394 40.4022434, -3.7412431 40.4023352, -3.74137 40.4028906, -3.7414808 40.4028336, -3.7415852 40.4028056, -3.7416961 40.4027692, -3.7418264 40.4027462, -3.7420501 40.4027361))",,2,28047,Calle de Muñico,+34914640597,0,Madrid-Latina Nº 6,+34914640597,28067677,EEI El Manantial,public,eei.numeroseis-latina.madrid@educa.madrid.org,http://www.educa.madrid.org/eei.numeroseis-latina.madrid,,,,,,,,,,,,,fence,,,,,,,,,,,,,,,"[347480409, 347480412, 1404873084, 1404873080, 4437475693, 4437475692, 1404873082, 4437475691, 347480409]",,metal,,,,,,,,,,,,,
way,132616501,kindergarten,,,Centro Privado de Educación Infantil y Primaria Colegio Diocesano Cristo de la Guia,"POLYGON ((-3.6133879 40.409895, -3.6133432 40.4096883, -3.6133313 40.4096333, -3.6132761 40.409378, -3.6133912 40.4093286, -3.6134952 40.4092883, -3.6136188 40.4092384, -3.613759 40.4091812, -3.6140933 40.4097669, -3.6138997 40.4098244, -3.6133879 40.409895))",,1,28032,Calle de Ezcaray,+34917762246,0,,+34917768593;+34917762246,28043223,CPEIP Colegio Diocesano Cristo de la Guia,private,cc.cristodelaguia.madrid@educa.madrid.org,https://www.colegiocristodelaguia.es/,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1147330165, 3363031255, 3363031249, 1458568281, 3247246231, 4581683906, 3247246227, 1147327881, 1147327880, 3247246236, 1147330165]",,,catholic,christian,es;en,,,,,,,,,,
