element_type,osmid,created_by,geometry,addr:city,addr:housenumber,addr:postcode,addr:street,barrier,amenity,email,fax,isced:level,name,operator,operator:type,phone,ref:educamadrid,short_name,website,school:language,wheelchair,wikidata,old_name,addr:unit,bus_routes,canteen,extended_hours,internet_access,school:type,start_date,denomination,language:fr,religion,alt_name,wikipedia,language:it,language:en,language:nl,language:ar,note,language:de,official_name,fixme,drink:club-mate,addr:housename,int_name,addr:country,name:es,shop,office,contact:email,contact:fax,contact:phone,description,fair_trade,image,source,name:en,opening_hours,education,material,contact:website,min_age,school,name:ja,nodes,name:etymology:wikidata,name:fr,ref:AEFE,fence_type,pedagogy,url,designation,height,grades,building,wall,community,community:en,community:fr,community:gender,nohousenumber,building:levels,toilets:wheelchair,wheelchair:description,construction,landuse,roof:levels,roof:shape,addr:milestone,addr:ref,check_date,building:name,language:ja,year_of_construction,level,building:use,disused,max_level,min_level,type,mobile,wikimedia_commons,addr:place,ways
way,170932637,,"POLYGON ((-3.6794429 40.4448202, -3.6791197 40.4450801, -3.6785608 40.4450442, -3.6786026 40.4446669, -3.6786437 40.4443226, -3.6791394 40.4443569, -3.679243 40.4444448, -3.6792305 40.4444728, -3.6792041 40.444532, -3.6791665 40.444616, -3.6791737 40.4446214, -3.679216 40.4446533, -3.679303 40.4447189, -3.6793903 40.4447847, -3.6794429 40.4448202))",,139,28002,Calle del Príncipe de Vergara,,school,cp.pintorrosales.madrid@educa.madrid.org,+34915638730,0;1,Colegio de Educación Infantil y Primaria Pintor Rosales,Comunidad de Madrid,public,+34915623948,28021045,CEIP Pintor Rosales,http://www.educa.madrid.org/cp.pintorrosales.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1820411421, 1820411419, 1820411413, 3388971086, 1820411417, 1820411415, 1820411411, 8651026527, 8651026526, 1820411423, 8651026524, 8651026519, 8651026517, 8651026515, 1820411421]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,173593525,,"POLYGON ((-3.687591 40.3575859, -3.6875806 40.3574094, -3.687579 40.3573828, -3.687562 40.3570956, -3.6875606 40.3570711, -3.6875527 40.3569382, -3.6875498 40.3568846, -3.6867515 40.3569202, -3.6864897 40.357032, -3.6860487 40.3570509, -3.685993 40.3570533, -3.6859794 40.3570539, -3.6859868 40.3571619, -3.6859882 40.3571869, -3.6860077 40.357531, -3.6860141 40.3576401, -3.6860767 40.357638, -3.6861376 40.3576359, -3.6862163 40.3576332, -3.6867907 40.3576135, -3.686837 40.3576119, -3.6868867 40.3576102, -3.6874359 40.3575913, -3.6874826 40.3575897, -3.6875311 40.357588, -3.687591 40.3575859))",,20,28041,Calle de la Alianza,fence,school,ies.villaverde.madrid@educa.madrid.org,+34913182904,2,Instituto de Educación Secundaria Villaverde,Comunidad de Madrid,public,+34917239181,28062126,IES Villaverde,http://www.educa.madrid.org/ies.villaverde.madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1843794219, 5178242793, 5178242792, 5178242789, 5178242788, 5046289675, 318943173, 1843794111, 318943175, 318943176, 5178242751, 1843794136, 5178242620, 5178242553, 5178242721, 1843794224, 5178242606, 3629657909, 5178242733, 5178242585, 5178242584, 5178242586, 5178242746, 3629657908, 5178242750, 1843794219]",,,,chain_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,173875705,,"POLYGON ((-3.717645 40.4800102, -3.7174558 40.4800925, -3.7174163 40.4801094, -3.7173821 40.480124, -3.7169678 40.4803044, -3.716717 40.4804105, -3.7168942 40.4806578, -3.7171194 40.4809726, -3.717194 40.4809472, -3.7173376 40.4808837, -3.7174688 40.4808296, -3.7175972 40.480772, -3.7177288 40.4807175, -3.7178583 40.4806616, -3.7179652 40.4806155, -3.7179745 40.4806273, -3.7179957 40.4806195, -3.7180268 40.4806055, -3.7180681 40.4805956, -3.7180472 40.4805704, -3.7177376 40.4801392, -3.7177132 40.4801052, -3.717645 40.4800102))",,11,28035,Calle Islas Cíes,fence,school,cp.bravomurillo.madrid@educa.madrid.org,+34917385793,,Colegio de Educación Infantil y Primaria Bravo Murillo,Comunidad de Madrid,public,+34917385793,28021331,CEIP Bravo Murillo,http://www.educa.madrid.org/cp.bravomurillo.madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1846286789, 4831176200, 2166267840, 2194261122, 2194261123, 2194261120, 1846286791, 4455392435, 1840937293, 2216335821, 2216335816, 2216335819, 2216335814, 2216335820, 4455392425, 4455392426, 1840937260, 4455392422, 4455392419, 1846286780, 4831176198, 4831176199, 1846286789]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,174495277,,"POLYGON ((-3.7137093 40.4824694, -3.7137323 40.4825154, -3.7139445 40.4824539, -3.7139212 40.4824079, -3.7138162 40.4824384, -3.7137093 40.4824694))",,,,,,school,,,,Peque's School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1851695649, 1851695650, 2293746671, 303059475, 4784693922, 1851695649]",,,,,,,,,,yes,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
way,176758012,,"POLYGON ((-3.733015 40.4159579, -3.7343242 40.4148739, -3.733327 40.414965, -3.7332039 40.4149755, -3.7325694 40.41503, -3.7324394 40.4150718, -3.7322061 40.4153169, -3.7320599 40.4155731, -3.7320741 40.4156148, -3.733015 40.4159579))",,,28011,Paseo Puerta del Ángel,,school,ies.ellago.madrid@educa.madrid.org,+34912749935,2,Instituto de Educación Secundaria El Lago,Comunidad de Madrid,public,+34914796851,28019312,IES El Lago,http://www.educa.madrid.org/ies.ellago.madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1872369826, 1872369772, 7077856134, 7077856133, 1872369776, 1872369780, 1872369791, 1872369815, 1872369819, 1872369826]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,178614409,,"POLYGON ((-3.6742207 40.4148901, -3.6742334 40.4141689, -3.6748839 40.414172, -3.6753829 40.415071, -3.6752172 40.4150636, -3.6746941 40.4150401, -3.674522 40.4149029, -3.6742207 40.4148901))",,4,28009,Calle de Pío Baroja,,school,cp.aguirre.madrid@educa.madrid.org,+34915044683,0;1,Colegio de Educación Infantil y Primaria Escuelas Aguirre,Comunidad de Madrid,public,+34915741864;+34680960872,28004965,CEIP Escuelas Aguirre,http://www.educa.madrid.org/cp.aguirre.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1889602558, 1889602521, 1889602518, 1889602392, 11589109834, 1889602403, 1889602553, 1889602558]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,179031972,,"POLYGON ((-3.7110323 40.4830891, -3.7119028 40.482917, -3.7119201 40.4829689, -3.7120102 40.4829523, -3.7120193 40.4829626, -3.7122117 40.4834848, -3.712186 40.483495, -3.7118649 40.4837296, -3.7118473 40.483751, -3.7109999 40.4831563, -3.7110157 40.483138, -3.7110463 40.4831309, -3.7110323 40.4830891))",,68,28034,Calle de Fermín Caballero,,school,ies.cardenalherrera.madrid@educa.madrid.org,+34917385794,2,Instituto de Educación Secundaria Cardenal Herrera Oria,Comunidad de Madrid,public,+34913781940;+34913780598,28020855,IES Cardenal Herrera Oria,http://www.educa.madrid.org/ies.cardenalherrera.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1893776016, 3076674772, 3076674783, 3076674780, 1893776017, 1893776019, 3076674808, 3076674813, 1893776018, 1893776013, 1893776020, 1893776025, 1893776016]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,189386999,,"POLYGON ((-3.7511108 40.3860039, -3.750283 40.3855747, -3.7499711 40.3853795, -3.7503131 40.384984, -3.7505363 40.3850986, -3.7509122 40.3852917, -3.7514769 40.3855038, -3.7518938 40.3856854, -3.7524653 40.3859343, -3.7526011 40.3859934, -3.7526752 40.3860257, -3.752673 40.3861288, -3.7526708 40.3862364, -3.751987 40.3864126, -3.7519107 40.3864153, -3.7516346 40.3862754, -3.7515728 40.3862456, -3.7515682 40.3862078, -3.7515355 40.3861924, -3.7514988 40.3861767, -3.7514625 40.3861828, -3.7514136 40.3861529, -3.7512218 40.3860606, -3.7512217 40.3859988, -3.7511108 40.3860039))",,53,28047,Avenida Nuestra Señora de la Luz,,school,ies.iturralde.madrid@educa.madrid.org,+34914627744,2,Instituto de Educación Secundaria Iturralde,Comunidad de Madrid,public,+34914626822,28040741,IES Iturralde,http://www.educa.madrid.org/ies.iturralde.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2000192607, 2000192603, 5475306560, 259641833, 259641834, 2000192600, 2421410222, 4679224651, 4679224652, 4679224648, 4679224657, 4679224656, 2000192614, 2421410235, 2000192615, 32607882, 32607881, 32607880, 32607879, 32607878, 32607877, 32607876, 2000192609, 2000192606, 2000192607]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,189387000,,"POLYGON ((-3.7548569 40.3875014, -3.7539995 40.3871841, -3.7536471 40.3877296, -3.7537276 40.3881511, -3.753794 40.388165, -3.7538464 40.3881766, -3.7538405 40.3883152, -3.7543387 40.3883127, -3.7548569 40.3875014))",,181,28047,Calle de Camarena,,school,ies.larra.madrid@educa.madrid.org,+34917192304,2,Instituto de Educación Secundaria Mariano José de Larra,Comunidad de Madrid,public,+34917192105;+34917192205,28028431,IES Mariano José de Larra,http://www.educa.madrid.org/ies.larra.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2000192622, 2000192619, 2000192640, 2000192673, 2000192672, 2000192671, 2000192681, 2000192680, 2000192622]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,194290620,,"POLYGON ((-3.6009205 40.4062373, -3.6003013 40.4059877, -3.6002315 40.4059597, -3.5997588 40.4057691, -3.5997012 40.405742, -3.5995991 40.4058884, -3.5994538 40.4060946, -3.5992647 40.4063647, -3.598987 40.4067615, -3.5988154 40.4070066, -3.5994629 40.4072756, -3.6000946 40.4075361, -3.6005511 40.4068863, -3.6009869 40.406266, -3.6009205 40.4062373))",Madrid,79,28032,Calle Villablanca,,school,ies.villablanca.madrid@educa.madrid.org,+34917766577,2,Instituto de Educación Secundaria Villablanca,Comunidad de Madrid,public,+34917752214,28039891,IES Villablanca,http://www.educa.madrid.org/ies.villablanca.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2048144382, 2048144375, 2048144372, 2048144384, 2048144363, 2048144371, 2048144370, 3475061433, 3475061444, 2048144364, 2626108989, 2048144380, 3475061445, 2048144377, 2048144382]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,194342502,,"POLYGON ((-3.7083678 40.4758115, -3.7074955 40.4759919, -3.7072638 40.4753574, -3.7073273 40.4753427, -3.7073945 40.4753281, -3.7074653 40.4753153, -3.7075326 40.4753098, -3.7075946 40.4753063, -3.7076563 40.4753073, -3.7081847 40.4753161, -3.7083678 40.4758115))",Madrid,47,28029,Avenida de El Ferrol,fence,school,,,,Colegio de Educación Infantil y Primaria Jorge Guillén,,,,,CEIP Jorge Guillén,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[31436157, 2048630698, 2048630741, 2500969581, 2500969577, 2500969579, 2048630692, 2969199655, 6222433306, 31436158, 31436157]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,194342503,,"POLYGON ((-3.7103719 40.4747952, -3.7099514 40.4746015, -3.7099658 40.4744526, -3.7099481 40.4743346, -3.7098988 40.474227, -3.7097769 40.4740861, -3.710142 40.4738353, -3.7105719 40.4735179, -3.7107984 40.4735823, -3.7108114 40.4736405, -3.7111843 40.4737199, -3.7109529 40.474326, -3.7110927 40.4743617, -3.7110267 40.4745244, -3.7111139 40.4745807, -3.710997 40.4747151, -3.7107669 40.4749725, -3.7103719 40.4747952))",,,,,fence,school,,,,Instituto de Educación Secundaria Gregorio Marañón,,,,,IES Gregorio Marañón,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[31436166, 31436165, 2522371686, 4704895137, 4704895138, 2048630712, 2440398914, 26234673, 31436173, 31436172, 31436171, 31436170, 7158647719, 7158647720, 7158647721, 7158647718, 31436168, 31436166]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,194343731,,"POLYGON ((-3.7004529 40.4776055, -3.7005271 40.4778381, -3.6999135 40.4779562, -3.6998999 40.4779094, -3.6997883 40.4779304, -3.6998381 40.4781323, -3.6998578 40.4781279, -3.6999368 40.4784674, -3.6999165 40.4784667, -3.699918 40.4785806, -3.7010992 40.4779486, -3.7012094 40.4778682, -3.7013557 40.4777616, -3.7014582 40.4776711, -3.7015524 40.4775235, -3.7016267 40.47739, -3.7004529 40.4776055))",,22,,Calle de Melchor Fernández Almagro,,school,,,,Colegio de Educación Infantil y Primaria Camilo José Cela,,,,,CEIP Camilo José Cela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2048643915, 2048643914, 2048643918, 2978260322, 2978260323, 2978260329, 2978260330, 2978260537, 2978260538, 2048643920, 2048643911, 2048643913, 2048643921, 2048643908, 2978260317, 11212618646, 2048643915]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,196605701,,"POLYGON ((-3.7068118 40.484942, -3.7067828 40.4849651, -3.7065571 40.4850778, -3.7042098 40.4856834, -3.7040594 40.4854304, -3.7051441 40.4850897, -3.7051502 40.4850878, -3.7059425 40.484887, -3.7067015 40.4846946, -3.7068118 40.484942))",,,,,fence,school,,,,Colegio Público Lorenzo Luzuriaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2069188337, 2421410381, 2421410382, 2069188330, 2069188336, 4608287326, 2421410383, 4608287330, 2069188335, 2069188337]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,200081563,,"POLYGON ((-3.7476658 40.3625696, -3.7446181 40.3632669, -3.7446578 40.3631202, -3.7447302 40.3628528, -3.7447625 40.3627334, -3.746286 40.362408, -3.7468633 40.3621875, -3.7474717 40.3620487, -3.7476658 40.3625696))",,112,,Avenida de la Peseta,,school,,,,Colegio Público Maestro Padilla,,,,,,https://www.educa2.madrid.org/web/centro.cp.maestropadilla.madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2100678657, 2100678654, 9426479154, 9426479153, 9425111990, 9425111991, 9425111992, 2100678658, 2100678657]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,201039153,,"POLYGON ((-3.6778592 40.4188911, -3.677849 40.4189996, -3.6782186 40.4190202, -3.6782052 40.419168, -3.6780633 40.4191613, -3.678059 40.4192053, -3.6781073 40.4192078, -3.678182 40.4192117, -3.678232 40.4192143, -3.6782634 40.4192157, -3.6782877 40.4192166, -3.6783427 40.4192187, -3.6783478 40.4191764, -3.6783228 40.4191749, -3.6783339 40.4190781, -3.6783665 40.4190771, -3.6783528 40.4190348, -3.678275 40.4190332, -3.6782841 40.4189171, -3.6782298 40.4189133, -3.6781513 40.4189089, -3.6778592 40.4188911))",Madrid,48,28009,Calle Lope de Rueda,,school,cp.almudena.madrid@educa.madrid.org,+34915743106,0;1,Colegio de Educación Infantil y Primaria Nuestra Señora de la Almudena,Comunidad de Madrid,public,+34915735899;+34915735899,28010886,CEIP Nuestra Señora de la Almudena,http://www.educa.madrid.org/cp.almudena.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2109912359, 2109912408, 266167694, 2109912480, 2109912477, 2109912541, 7197177875, 7197177876, 2109912546, 2109912552, 7197207500, 2109912484, 7197207497, 2109912488, 2109912440, 2109912435, 2109912422, 2109912418, 2109912384, 2109912364, 2109912362, 2109912359]",,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,204977306,,"POLYGON ((-3.7013442 40.4867531, -3.7011433 40.4871527, -3.701108 40.4872028, -3.7010491 40.4872583, -3.7009487 40.4873235, -3.6999897 40.4876403, -3.6997245 40.4873037, -3.7012409 40.486629, -3.7013442 40.4867531))",Madrid,21,28034,Calle de Alfredo Marqueríe,fence,school,ies.damasoalonso.madrid@educa.madrid.org,+34917390683,2,Instituto de Educación Secundaria Dámaso Alonso,Comunidad de Madrid,public,+34917388675,28030186,IES Dámaso Alonso,http://www.educa.madrid.org/ies.damasoalonso.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2149563793, 3076450633, 3076450635, 3076450638, 2149563794, 2149563795, 2149563796, 2149563797, 2149563793]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,205120457,,"POLYGON ((-3.7186606 40.4116068, -3.7186401 40.4116052, -3.7184852 40.4120259, -3.7183409 40.4120285, -3.7182022 40.412031, -3.7181974 40.4119441, -3.7182258 40.411876, -3.7183384 40.4116058, -3.7183708 40.4116067, -3.718462 40.4113799, -3.7185552 40.4113868, -3.7186629 40.4113948, -3.7186606 40.4116068))",Madrid,1,28005,Calle de Moreno Nieto,,school,cc.san-jose.madrid@educa.madrid.org,,0;1;2,"Centro Privado de Educación Infantil, Primaria y Secundaria San José",,private,+34913667203,28009264,CPEIPS San José,https://www.csanjosemorenonieto.com/,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2150902210, 2150902213, 2150902192, 3606260077, 2150902193, 2611796095, 3606260076, 2611796090, 2150902214, 2150902199, 3606260069, 2150902201, 2150902210]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,206646930,,"POLYGON ((-3.6613074 40.4371877, -3.6620335 40.4371303, -3.662161 40.4377926, -3.6621032 40.4378088, -3.6619977 40.4377876, -3.6619482 40.4379501, -3.6619366 40.4382536, -3.6618444 40.438254, -3.6618451 40.4382714, -3.6618484 40.4383598, -3.6617113 40.4383077, -3.6612912 40.4383074, -3.6612917 40.4382734, -3.6613067 40.4372394, -3.6613074 40.4371877))",,11,28028,Calle Brescia,,school,cc.menesiano.madrid@educa.madrid.org,+34910020597,0;1;2,"Centro Privado de Educación Infantil, Primaria y Secundaria Menesiano",,private,+34917269804;+34917269802,28012767,CPEIPS Menesiano,http://www.educa.madrid.org/cc.menesiano.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2166853241, 2166853237, 2166853240, 2166853242, 2166853238, 2767880398, 2166853243, 2767880455, 3941958641, 2767880491, 2767880470, 2166853239, 3941958642, 3941958643, 2166853241]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,208277991,,"POLYGON ((-3.6668096 40.4263688, -3.6667936 40.4263787, -3.6667214 40.4263569, -3.6662869 40.4262254, -3.6660744 40.425643, -3.6661279 40.4256506, -3.6662184 40.4256655, -3.666376 40.4256764, -3.6664428 40.425682, -3.6666261 40.4256967, -3.6668215 40.4257116, -3.6668113 40.4262759, -3.6668096 40.4263688))",Madrid,16,28028,Paseo del Marqués de Zafra,,school,cp.amadordelosrios.madrid@educa.madrid.org,+34917261891,0;1,Colegio de Educación Infantil y Primaria Amador de los Ríos,Comunidad de Madrid,public,+34917252610,28010412,CEIP Amador de los Ríos,http://www.educa.madrid.org/cp.amadordelosrios.madrid,es;en,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2185911218, 3666030038, 9711018411, 2185911286, 2185911350, 3895874427, 3666025810, 3895874416, 3895874417, 3895874409, 2185911266, 9711018410, 2185911218]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,211760774,,"POLYGON ((-3.6766229 40.431126, -3.6765895 40.4311488, -3.6761015 40.4311257, -3.6760006 40.4311217, -3.6758998 40.4311178, -3.675592 40.4311036, -3.6754075 40.4310946, -3.6753937 40.4310784, -3.6753798 40.4310621, -3.6754101 40.4306502, -3.6754146 40.4306002, -3.6754638 40.4300635, -3.6755001 40.4300387, -3.6766755 40.4300951, -3.6767084 40.4301243, -3.6767017 40.430203, -3.6766845 40.430393, -3.6766717 40.4305333, -3.6766669 40.4305896, -3.6766602 40.4306691, -3.6766561 40.4307175, -3.676625 40.4311001, -3.6766229 40.431126))",,51,28006,Calle del Conde de Peñalver,,school,cc.calasancio.madrid@educa.madrid.org,+34914016433,0;1;2,"Centro Privado de Educación Infantil, Primaria y Secundaria Calasancio Nuestra Señora de las Escuelas Pías",,private,+34914449400,28013103,CPEIPS Calasancio Nuestra Señora de las Escuelas Pías,http://www.educa.madrid.org/cc.calasancio.madrid,es;en,limited,Q47171859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3051825614, 2217213706, 2217213697, 9963669564, 3580227908, 3580227902, 3269746157, 9963669539, 2217213707, 3580227899, 9963669581, 3269746112, 2217213708, 3580227900, 3580227901, 3580227893, 9963669570, 3580227909, 3580227915, 3580227912, 2217213700, 10126200972, 3051825614]",,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,
way,211760775,,"POLYGON ((-3.6771409 40.4270698, -3.6771727 40.4265834, -3.6772949 40.4265893, -3.6773572 40.426593, -3.6775043 40.426599, -3.6780064 40.4266226, -3.6779651 40.4271118, -3.677769 40.4271014, -3.6777343 40.4271001, -3.6775983 40.4270934, -3.6775646 40.4270913, -3.6773365 40.4270805, -3.6773269 40.4270802, -3.6771409 40.4270698))",,25,28001,Calle del General Díaz Porlier,,school,cc.inmaculadaconcepcion.madrid@educa.madrid.org,+34915782732,0;1;2,"Centro Privado de Educación Infantil, Primaria y Secundaria Inmaculada Concepción",,private,+34914314420,28015987,CPEIPS Inmaculada Concepción,https://colegioinmaculadaconcepcion.org/,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2217213710, 2217213703, 3570985398, 3570985403, 3570985404, 2217213701, 2217213711, 3570985452, 3570985451, 3570985448, 3570985447, 6211774596, 3570985409, 2217213710]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,214203382,,"POLYGON ((-3.7282817 40.380472, -3.7276131 40.3800061, -3.7275227 40.3800778, -3.7272401 40.3803746, -3.7278731 40.3808149, -3.7280666 40.3806608, -3.7281631 40.3805792, -3.7282817 40.380472))",,79,28025,Avenida de Abrantes,,school,cp.julianbesteiro.madrid@educa.madrid.org,+34915655204,,Colegio de Educación Infantil y Primaria Julián Besteiro,Comunidad de Madrid,public,+34915600091;+34682546900,28031488,CEIP Julián Besteiro,http://www.educa.madrid.org/cp.julianbesteiro.madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2237921383, 2237921362, 2237921371, 2237921378, 2237921395, 4274713458, 4274713449, 2237921383]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,218518384,,"POLYGON ((-3.7029933 40.4631715, -3.7029307 40.4632664, -3.7028086 40.4634516, -3.7030363 40.4635649, -3.7031252 40.4636092, -3.7032085 40.4636506, -3.7033539 40.4634776, -3.7034407 40.4633744, -3.7029933 40.4631715))",Madrid,58,28039,Calle del Marqués de Viana,,school,cp.juanramonjimenez.madrid@educa.madrid.org,+34914250976,0;1,Colegio de Educación Infantil y Primaria Juan Ramón Jiménez,Comunidad de Madrid,public,+34915717512;+34679297717,28005714,CEIP Juan Ramón Jiménez,http://www.educa.madrid.org/cp.juanramonjimenez.madrid,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2277540930, 3944836629, 2277540933, 3944836650, 3944836655, 2277540935, 3944836643, 2277540931, 2277540930]",,,,,,,,,,,,,,,,,,,"Hay una rampa exterior, pero desconocemos el nivel de accesibilidad interior",,,,,,,,,,,,,,,,,,,,
way,218518385,,"POLYGON ((-3.7354085 40.4317169, -3.7357516 40.4323907, -3.7360088 40.4323185, -3.7363451 40.432224, -3.736145 40.431811, -3.7361147 40.4318195, -3.7359874 40.4315568, -3.7358682 40.4315903, -3.735595 40.431667, -3.7354085 40.4317169))",,4,28008,Calle de Santa Fe,,school,ies.ortegaygasset.madrid@educa.madrid.org,+34915413941,2,Instituto de Educación Secundaria Ortega y Gasset,Comunidad de Madrid,public,+34915476635,28018381,IES Ortega y Gasset,http://www.educa.madrid.org/ies.ortegaygasset.madrid,es;en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2277540495, 2277540504, 4068914589, 2277540502, 2277540498, 2277540500, 2277540493, 6277202480, 4068912781, 2277540495]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,218518386,,"POLYGON ((-3.6940251 40.4664454, -3.6938175 40.4665181, -3.6934423 40.4666494, -3.6933352 40.4666869, -3.6933994 40.4668911, -3.6934132 40.4669352, -3.6934693 40.4669371, -3.6942068 40.4669619, -3.6942487 40.4669478, -3.6942592 40.4669639, -3.6943229 40.4669412, -3.6940251 40.4664454))",,2,28029,Calle del Delfín,,school,cp.piodoce.madrid@educa.madrid.org,+34917336758,0;1,Colegio de Educación Infantil y Primaria Pío XII,Comunidad de Madrid,public,+34913151221;+34653886482,28006071,CEIP Pío XII,http://www.educa.madrid.org/cp.piodoce.madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2277540959, 2986522726, 2986522729, 2277540962, 2986523035, 2277540965, 2986523038, 2277540972, 2277540969, 2277540974, 2277540967, 2277540959]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,218518389,,"POLYGON ((-3.7152069 40.4252402, -3.7151483 40.4252718, -3.7149096 40.4254005, -3.7147839 40.4252604, -3.7147745 40.42525, -3.7146395 40.4250998, -3.7145736 40.4250265, -3.7145054 40.4249507, -3.7144862 40.4249608, -3.7144698 40.4249694, -3.7144424 40.4249405, -3.7144021 40.4248982, -3.7143889 40.4248844, -3.7144111 40.4248461, -3.7144399 40.4247968, -3.7144625 40.4247584, -3.7144797 40.4247288, -3.7144882 40.4247242, -3.7145076 40.4247134, -3.7145136 40.42471, -3.7146442 40.4246367, -3.7146593 40.4246529, -3.7147987 40.4248024, -3.7150648 40.4250877, -3.7152069 40.4252402))",,,,,,school,,,,Colegio Público Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2277540488, 3160671620, 2277540491, 3126837404, 3128485774, 3128485762, 3126837377, 2277540482, 3126837373, 2277540485, 3126837372, 3115515457, 2277540480, 3115515455, 3115515448, 3117508260, 2277540477, 3117508259, 4335296270, 3117508258, 2277540474, 3126837362, 3126837365, 3126837384, 2277540488]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
